comune,mese,tot_rsu
ALLISTE,2017-01-01,0.2122145250637985
ALLISTE,2017-02-01,0.21019000189004405
ALLISTE,2017-03-01,0.25501381806908174
ALLISTE,2017-04-01,0.32229018216639826
ALLISTE,2017-05-01,0.42687632377757867
ALLISTE,2017-06-01,0.5619708122926823
ALLISTE,2017-07-01,0.8052122391979076
ALLISTE,2017-08-01,0.9084575109329222
ALLISTE,2017-09-01,0.9166550918563591
ALLISTE,2017-10-01,0.8725834321871426
ALLISTE,2017-11-01,0.624662715094081
ALLISTE,2017-12-01,0.3383462377265657
ALLISTE,2018-01-01,0.2979405766805588
ALLISTE,2018-02-01,0.25022570449498704
ALLISTE,2018-03-01,0.34303742454777236
ALLISTE,2018-04-01,0.359605979419963
ALLISTE,2018-05-01,0.5333794883921826
ALLISTE,2018-06-01,0.7170425485607205
ALLISTE,2018-07-01,0.8481040437087526
ALLISTE,2018-08-01,0.9272740016327093
ALLISTE,2018-09-01,0.93047987103806
ALLISTE,2018-10-01,0.9203739584577101
ALLISTE,2018-11-01,0.8538582269349753
ALLISTE,2018-12-01,0.7171908454483212
ALLISTE,2019-01-01,0.5919175754163558
ALLISTE,2019-02-01,0.40462203073180375
ALLISTE,2019-03-01,0.5160950588365083
ALLISTE,2019-04-01,0.5178903811605252
ALLISTE,2019-05-01,0.6253923239617756
ALLISTE,2019-06-01,0.6541516633888903
ALLISTE,2019-07-01,0.822149394144674
ALLISTE,2019-08-01,0.8406341307950576
ALLISTE,2019-09-01,0.8150711162500036
ALLISTE,2019-10-01,0.6815407435410678
ALLISTE,2019-11-01,0.6506791085503185
ALLISTE,2019-12-01,0.6391967239510652
ALLISTE,2020-01-01,0.539226847801026
ALLISTE,2020-02-01,0.33641384112590345
ALLISTE,2020-03-01,0.2965818558197496
ALLISTE,2020-04-01,0.3065931715354353
ALLISTE,2020-05-01,0.3716141405632419
ALLISTE,2020-06-01,0.3774202902335258
ALLISTE,2020-07-01,0.5720559977158411
ALLISTE,2020-08-01,0.8230847671506403
ALLISTE,2020-09-01,0.8532786445058376
ALLISTE,2020-10-01,0.7902922349692438
ALLISTE,2020-11-01,0.49106181663811266
ALLISTE,2020-12-01,0.33133209547314263
ALLISTE,2021-01-01,0.2293197727409053
ALLISTE,2021-02-01,0.15256636472684304
ALLISTE,2021-03-01,0.1442639356607365
ALLISTE,2021-04-01,0.21352932893607096
ALLISTE,2021-05-01,0.3749434607254492
ALLISTE,2021-06-01,0.512061722289503
ALLISTE,2021-07-01,0.7302802057719682
ALLISTE,2021-08-01,0.8947382731629068
ALLISTE,2021-09-01,0.905198650867483
ALLISTE,2021-10-01,0.8517813320601205
ALLISTE,2021-11-01,0.6096706115859721
ALLISTE,2021-12-01,0.4381472526294752
ALTAMURA,2014-03-01,0.24851876020207583
ALTAMURA,2014-04-01,0.27984525238675456
ALTAMURA,2014-05-01,0.4286709899706295
ALTAMURA,2014-06-01,0.47414045436223173
ALTAMURA,2014-07-01,0.5072590881703872
ALTAMURA,2014-08-01,0.4489695254737397
ALTAMURA,2014-09-01,0.4892345105571502
ALTAMURA,2014-10-01,0.5038022518597705
ALTAMURA,2014-11-01,0.511506774852589
ALTAMURA,2014-12-01,0.441186583788786
ALTAMURA,2015-01-01,0.42723255457741566
ALTAMURA,2015-02-01,0.3316241406225709
ALTAMURA,2015-03-01,0.3323335775153878
ALTAMURA,2015-04-01,0.30940858035916274
ALTAMURA,2015-05-01,0.43034303112921424
ALTAMURA,2015-06-01,0.472456591397826
ALTAMURA,2015-07-01,0.48690088455539543
ALTAMURA,2015-08-01,0.43002571641590076
ALTAMURA,2015-09-01,0.4032983288942083
ALTAMURA,2015-10-01,0.4048759348773802
ALTAMURA,2015-11-01,0.4301077456449804
ALTAMURA,2015-12-01,0.4332459872432135
ALTAMURA,2016-01-01,0.3944059834013406
ALTAMURA,2016-02-01,0.3527265848726553
ALTAMURA,2016-03-01,0.33134610714905116
ALTAMURA,2016-04-01,0.37151534188927954
ALTAMURA,2016-05-01,0.413881111145731
ALTAMURA,2016-06-01,0.4762446141821742
ALTAMURA,2016-07-01,0.44524841843332086
ALTAMURA,2016-08-01,0.4394696168203343
ALTAMURA,2016-09-01,0.4043795975717046
ALTAMURA,2016-10-01,0.43114228662624476
ALTAMURA,2016-11-01,0.43657331636178914
ALTAMURA,2016-12-01,0.42347558543582
ALTAMURA,2017-01-01,0.3517476682505035
ALTAMURA,2017-02-01,0.28747024637341256
ALTAMURA,2017-03-01,0.2891082540291704
ALTAMURA,2017-04-01,0.29309192756160246
ALTAMURA,2017-05-01,0.41938009299239104
ALTAMURA,2017-06-01,0.4034266843630809
ALTAMURA,2017-07-01,0.4523374517311225
ALTAMURA,2017-08-01,0.3749680064592699
ALTAMURA,2017-09-01,0.37185272160772437
ALTAMURA,2017-10-01,0.35737016660240645
ALTAMURA,2017-11-01,0.36522444181933755
ALTAMURA,2017-12-01,0.34753180938760403
ALTAMURA,2018-01-01,0.3629765907629217
ALTAMURA,2018-02-01,0.2885836098836007
ALTAMURA,2018-03-01,0.32365663254863636
ALTAMURA,2018-04-01,0.3400183157181347
ALTAMURA,2018-05-01,0.5144626460263749
ALTAMURA,2018-06-01,0.4939554107972082
ALTAMURA,2018-07-01,0.38886577331224753
ALTAMURA,2018-08-01,0.2067236689371481
ALTAMURA,2018-09-01,0.13257372122705455
ALTAMURA,2018-10-01,0.1606710333653188
ALTAMURA,2018-11-01,0.17233703433277792
